SPECIES,ECO_NAME,latitude,longitude,GARDEN_CODE,INSTITUTION,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,UNABLE_TO_ASSIGN_GEO_DISTR,CWR,WUS,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,total_CWRs_in_ecoregion,endemic_CWRs_in_ecoregion,total_WUS_in_ecoregion,endemic_WUS_in_ecoregion,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,scientificName
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,53.66667,-132,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,53.5,-132.5,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,55.68333,-128.6833,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,53.7,-132.15,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,53.5,-132.1667,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,53.92,-132.12,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,55.46667,-128.2333,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,54.63334,-128.4,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,53.58333,-132,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,55.01667,-128.3167,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,55.15,-128.9667,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,54.13334,-128.6167,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,53.25,-131.9167,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,54.76667,-128.25,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,55.16667,-127.8667,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,S.E. Alaska - B.C. Coastal Forest And Mountains,53.58333,-132.2,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,52,1,154,3,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,50.05,-125.33,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,82,6,184,8,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,49.35,-124.73,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,82,6,184,8,47,18,29,Picea sitchensis (Bong.) Carrière
Picea sitchensis,Willamette Valley - Puget Trough - Georgia Basin: Temperate Conifer Forests,49.38334,-124.6167,PGRC,G,,Y,G5,N5,,56,25,31,Spruce,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,82,6,184,8,47,18,29,Picea sitchensis (Bong.) Carrière
Pinus albicaulis,Boreal Plains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Canadian Rocky Mountains,51.14206,-115.5761,PGRC,G,,Y,G3,N3,E - Endangered (E) / En voie de disparition (VD),1140,1,1139,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,90,2,197,3,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Canadian Rocky Mountains,48.96982,-116.9624,NPGS,G,,Y,G3,N3,E - Endangered (E) / En voie de disparition (VD),1140,1,1139,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,90,2,197,3,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Canadian Rocky Mountains,51.14206,-115.5761,PGRC,G,,Y,G3,N3,E - Endangered (E) / En voie de disparition (VD),1140,1,1139,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,90,2,197,3,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Montane Cordillera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,78,0,166,1,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,North Cascades,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,59,0,157,0,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Okanagan,48.75432,-120.0667,NPGS,G,,Y,G3,N3,E - Endangered (E) / En voie de disparition (VD),1140,1,1139,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,93,5,203,17,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Okanagan,48.75448,-120.0664,NPGS,G,,Y,G3,N3,E - Endangered (E) / En voie de disparition (VD),1140,1,1139,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,93,5,203,17,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Okanagan,48.75332,-120.0663,NPGS,G,,Y,G3,N3,E - Endangered (E) / En voie de disparition (VD),1140,1,1139,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,93,5,203,17,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Okanagan,48.75268,-120.0668,NPGS,G,,Y,G3,N3,E - Endangered (E) / En voie de disparition (VD),1140,1,1139,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,93,5,203,17,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Okanagan,48.75458,-120.0647,NPGS,G,,Y,G3,N3,E - Endangered (E) / En voie de disparition (VD),1140,1,1139,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,93,5,203,17,8,0,8,Pinus albicaulis Engelm.
Pinus albicaulis,Pacific Northwest Coast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pine,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,67,1,154,0,8,0,8,Pinus albicaulis Engelm.
Pinus banksiana,Aspen Parkland,49.7,-99.33334,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,67,1,127,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.91667,-105.8333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.08333,-107.25,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.5,-102.21,1,BG,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.98333,-102.6,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,57.33333,-111.3833,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.26667,-105.6167,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.85,-105.3333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.5,-102.21,1,BG,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.85,-108.2833,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,55.31667,-106,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.58333,-104.1333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,56.11666,-116.9167,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.75,-104.6167,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.83333,-102.35,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.33333,-106.6333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.56667,-105.6667,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.49663,-108.5887,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.9,-107.25,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.86666,-107.6333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.46667,-105.75,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.5,-102.21,1,BG,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,55.76667,-113.3667,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.9,-108.4167,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,51.58333,-101,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.6,-105.9167,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.88334,-105.45,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.73333,-107.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.5,-102.21,1,BG,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.11667,-106.0667,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.93333,-102.9333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,55.25,-107.75,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.53333,-102.3667,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.20478,-108.0875,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,52.5,-102.21,1,BG,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.94564,-108.5628,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.23333,-106.05,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.93333,-105.7667,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.5175,-105.9054,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.48333,-107.0833,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,54.63334,-110.85,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.05,-106.0667,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Plains,53.36666,-104.75,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,75,1,160,1,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.1,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.1,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.1,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.1,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.1,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,47.65,-81.38333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,47.65,-81.38333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.1,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,47.65,-81.38333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.1,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,45.66667,-77.33334,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,47.65,-81.38333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,47.65,-81.38333,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
Pinus banksiana,Boreal Shield,46.7,-82.2,PGRC,G,,Y,G5,N5,,1051,51,1000,Pine,NA,Y,N,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,115,0,230,0,1005,14,991,Pinus banksiana Lamb.
